Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attrition
2,6,72,60.52,77.69,4.3,89.2,36,3.1,11,0,0
4,3,95,60.86,77.66,3.3,75.23,39,3.9,21,0,0
1,7,91,65.44,81.12,3.5,79.83,53,4.0,23,0,0
1,7,61,83.38,84.54,4.7,97.28,50,4.3,11,0,1
3,10,54,85.46,81.0,4.8,84.77,51,4.6,27,0,1
2,6,81,86.11,98.13,4.2,70.43,50,4.1,14,0,0
0,1,95,60.26,83.93,4.0,78.23,41,3.9,20,0,0
2,5,51,94.4,75.91,4.2,71.35,37,3.7,18,0,1
0,8,93,75.34,93.93,4.4,76.02,37,3.3,20,0,0
1,11,61,71.96,99.78,3.5,89.26,41,4.6,9,0,0
0,2,77,90.63,91.38,4.1,87.69,50,4.3,24,0,0
2,6,88,67.52,83.44,3.5,72.34,36,3.1,13,0,0
2,14,72,71.06,94.43,3.3,76.05,35,4.5,7,0,0
3,10,63,64.1,76.82,4.2,83.88,49,3.3,11,0,1
4,3,90,79.96,98.31,4.9,93.19,52,3.9,10,0,0
4,13,65,92.01,87.05,3.9,72.35,37,3.2,5,0,0
1,7,98,88.2,84.25,4.1,94.91,41,3.0,23,0,0
2,6,62,65.39,85.45,4.1,88.91,55,3.3,5,0,0
0,2,59,80.49,92.58,3.1,97.33,37,4.4,7,0,0
0,2,78,93.92,95.98,4.7,88.35,47,4.3,17,0,0
4,0,72,64.02,97.02,4.9,97.09,42,4.0,11,0,0
2,6,66,77.6,82.98,3.5,95.52,50,3.3,8,0,1
2,14,67,87.56,86.43,3.7,87.75,55,4.0,29,0,0
3,10,62,85.49,76.63,3.8,88.57,52,4.2,27,0,1
4,3,73,63.71,94.52,3.2,78.06,53,3.5,24,0,0
2,5,65,92.11,78.49,3.2,81.68,48,4.0,15,0,1
3,10,60,65.98,99.44,3.0,80.47,35,3.6,8,0,0
3,10,69,74.15,97.11,4.6,99.02,53,3.9,21,0,0
1,9,61,75.16,80.48,3.4,71.74,47,3.1,14,0,1
1,11,58,64.03,94.45,3.4,82.85,47,4.9,26,0,0
1,9,80,93.07,83.14,4.7,92.2,48,3.7,2,0,0
1,11,95,90.35,92.19,5.0,83.62,42,4.7,9,1,0
4,0,63,89.02,88.28,3.0,73.79,49,4.9,11,0,0
3,10,86,83.01,91.94,4.9,76.76,45,4.9,25,1,0
0,8,76,65.03,88.72,3.9,76.43,43,4.8,18,0,0
2,6,87,77.58,87.22,4.5,82.74,50,3.9,14,0,0
2,6,68,86.24,87.27,4.6,71.09,52,4.4,17,0,0
4,0,57,78.92,79.94,4.1,71.16,49,4.3,14,0,1
4,0,84,70.41,84.45,3.1,79.68,41,5.0,28,0,0
4,13,87,61.93,77.4,3.3,94.91,41,3.4,30,0,0
4,0,99,87.81,98.86,3.9,88.14,48,3.4,1,0,0
2,6,51,79.83,77.73,3.3,89.0,44,3.1,25,0,1
4,13,53,78.41,95.85,4.3,89.66,42,4.3,10,0,0
0,8,85,61.34,86.07,4.6,71.96,35,4.3,12,0,0
2,5,99,89.21,95.33,3.8,92.04,47,3.4,27,0,0
1,9,64,80.87,99.86,3.1,75.99,50,4.1,11,0,0
0,2,94,84.76,84.33,3.3,89.65,46,3.2,30,0,0
0,2,86,90.24,89.68,4.5,85.8,51,4.4,21,1,0
0,2,96,89.98,85.72,3.3,75.48,53,3.4,22,0,0
2,5,70,76.66,89.69,3.2,88.89,37,3.5,29,0,0
2,5,62,90.92,90.04,3.4,95.32,52,4.4,9,0,0
2,6,58,88.36,78.53,4.1,75.44,50,4.5,9,0,1
4,13,69,82.17,87.38,4.8,71.44,49,3.7,7,0,0
4,0,68,92.41,81.86,4.8,85.45,35,4.8,8,0,1
3,10,93,61.75,85.35,3.8,79.34,42,4.4,18,1,0
2,14,92,70.64,88.16,4.3,79.03,35,3.5,27,0,0
4,13,53,87.44,75.8,4.7,95.67,49,4.1,23,0,1
4,0,53,90.39,86.66,3.3,94.16,40,3.0,1,0,0
0,1,60,63.15,85.11,4.8,89.78,46,3.2,17,0,0
1,11,91,70.79,81.13,4.6,75.09,53,4.8,30,1,0
4,0,55,76.41,84.18,4.8,93.31,52,3.4,28,0,1
4,13,96,60.74,79.25,4.6,70.39,52,3.8,27,0,0
0,2,59,90.91,79.19,4.4,97.0,53,4.1,4,0,1
3,12,58,61.46,84.78,4.8,80.35,35,4.1,2,0,1
2,5,65,70.79,97.93,3.5,95.62,44,4.9,14,0,0
2,6,73,91.48,94.22,3.8,93.93,48,3.6,8,0,0
1,7,60,62.31,75.3,3.3,82.57,42,4.7,3,0,1
0,2,71,66.46,76.52,3.6,80.55,45,4.8,23,0,0
2,5,67,67.68,80.94,3.8,83.57,44,4.8,5,0,1
1,9,93,61.21,79.9,4.2,99.3,49,3.0,14,0,0
0,8,72,84.36,84.32,4.5,81.06,53,4.8,24,0,0
4,3,57,62.31,80.67,4.6,90.79,48,4.9,2,0,1
1,7,74,82.89,77.99,4.9,82.3,44,3.9,10,0,0
3,12,53,83.41,99.4,3.8,87.67,44,4.0,13,0,0
2,5,61,65.37,95.69,3.5,73.94,54,4.2,25,0,0
0,2,85,63.87,91.91,3.1,93.82,50,3.4,28,0,0
1,7,54,90.75,79.33,4.2,82.03,52,3.7,14,0,1
0,1,93,65.43,75.96,3.4,76.71,43,4.3,19,1,0
1,11,90,90.28,88.19,3.6,85.18,40,3.4,1,0,0
1,7,78,70.64,92.94,3.3,70.66,45,4.9,10,0,0
1,11,87,89.9,84.85,4.0,80.55,42,4.5,8,1,0
3,10,75,82.62,82.25,3.5,74.0,50,3.7,1,0,0
1,7,99,92.86,96.75,4.8,81.98,39,3.3,23,0,0
0,8,84,81.8,77.79,4.8,86.76,50,3.7,17,0,0
0,2,74,91.69,86.0,3.9,97.03,38,3.7,26,0,0
4,13,99,86.5,78.69,3.8,80.89,38,3.3,29,0,0
0,2,60,73.47,79.31,3.8,92.24,52,4.0,28,0,1
0,1,75,67.1,89.08,4.8,72.98,53,4.9,24,0,0
2,6,56,70.76,78.0,3.4,94.74,47,4.2,19,0,1
2,14,70,83.42,83.81,4.3,98.07,46,4.5,16,0,0
0,2,90,84.37,76.52,4.8,72.26,49,3.1,12,0,0
1,7,66,70.95,88.77,3.8,83.94,53,3.6,20,0,0
2,6,76,62.75,79.52,3.5,73.24,42,4.6,4,0,0
3,4,100,87.52,94.86,4.7,92.66,48,4.2,24,1,0
2,14,87,94.5,84.76,3.0,91.5,53,4.6,7,1,0
3,4,60,75.49,89.37,3.3,87.99,52,4.3,13,0,0
2,5,57,66.56,89.68,4.6,86.03,43,3.1,18,0,0
2,5,96,60.16,96.41,4.9,77.69,54,3.9,19,0,0
4,13,87,75.16,75.96,4.8,71.65,43,4.6,14,1,0
3,4,61,80.25,85.36,3.9,88.09,45,4.9,1,0,0
1,7,74,75.02,98.23,4.4,76.45,47,3.6,17,0,0
0,2,85,85.87,98.46,3.2,97.77,53,3.2,17,0,0
2,5,65,90.17,89.04,3.5,77.9,55,3.4,7,0,0
3,4,57,93.55,82.82,4.0,78.75,46,4.2,4,0,1
0,8,100,82.31,80.55,4.9,72.66,39,4.6,30,1,0
4,3,98,67.51,85.89,4.2,86.55,44,3.5,11,0,0
3,10,57,81.76,96.55,4.7,78.85,43,3.2,2,0,0
4,0,84,79.12,92.02,4.5,71.6,46,3.4,3,0,0
2,5,59,61.37,98.07,3.9,79.96,53,3.2,25,0,0
1,9,54,92.67,98.55,4.7,95.78,51,4.4,30,0,0
1,7,74,69.1,94.93,4.5,95.45,52,3.5,25,0,0
4,13,56,68.91,79.22,4.8,99.16,39,3.2,13,0,1
2,14,60,74.43,76.07,4.0,77.09,42,3.3,2,0,1
0,2,88,82.34,93.46,4.2,82.04,38,4.2,16,1,0
2,5,60,82.75,77.74,4.0,75.35,44,3.0,4,0,1
3,10,53,63.66,90.37,3.6,75.02,35,3.1,21,0,0
3,12,53,80.78,79.33,4.3,99.71,37,3.2,1,0,1
2,6,51,64.81,78.16,4.8,75.9,45,3.3,16,0,1
4,3,91,72.9,83.96,3.4,74.28,48,3.2,14,0,0
1,9,91,73.79,82.77,3.8,89.45,42,4.5,29,1,0
0,2,67,71.01,80.6,3.7,75.71,46,4.6,6,0,1
4,0,87,80.93,89.38,3.4,79.38,36,4.1,3,1,0
2,5,92,75.28,80.19,4.8,97.72,37,4.2,17,1,0
0,2,50,82.41,76.62,4.1,76.59,44,3.4,21,0,1
3,12,91,73.46,90.72,4.4,70.87,43,4.3,21,1,0
4,13,78,94.94,92.93,4.5,73.59,51,4.6,2,0,0
2,14,97,61.64,79.53,3.1,93.32,48,4.6,7,1,0
4,13,97,73.92,94.15,3.2,80.69,47,4.8,1,1,0
1,11,90,82.17,84.54,3.9,71.6,55,5.0,5,1,0
2,5,87,75.08,84.72,4.7,96.37,54,3.0,26,0,0
3,12,94,88.68,86.73,4.6,77.65,53,3.8,30,0,0
2,14,77,74.39,86.59,3.9,75.11,36,4.6,15,0,0
1,11,94,90.82,82.73,3.4,77.37,40,3.6,15,0,0
4,13,74,67.07,80.85,4.1,97.31,36,3.4,1,0,0
4,3,60,77.36,82.59,4.6,79.86,44,3.6,18,0,1
4,13,64,71.91,96.67,3.2,70.42,38,3.8,0,0,0
2,14,75,74.41,95.13,4.7,97.24,35,5.0,10,0,0
1,7,76,84.54,76.2,3.9,98.0,35,4.1,17,0,0
4,0,60,80.09,92.11,3.2,74.56,42,4.6,0,0,0
4,13,86,72.12,81.53,4.0,94.85,53,4.5,18,1,0
1,7,83,68.99,77.92,4.8,87.23,38,3.5,27,0,0
3,10,82,93.54,99.46,3.0,86.67,54,3.5,22,0,0
0,2,82,73.21,97.3,3.4,97.96,48,4.6,0,0,0
0,2,98,71.67,79.74,4.5,94.05,38,4.6,22,1,0
2,14,60,73.17,85.78,3.1,95.75,37,4.9,25,0,0
1,11,97,74.68,92.8,3.5,94.36,38,5.0,4,1,0
1,9,70,66.81,93.41,3.2,92.65,35,3.5,11,0,0
2,14,75,80.28,76.01,4.0,87.89,53,4.0,8,0,0
0,1,69,71.5,77.26,3.3,78.01,49,3.5,15,0,1
4,0,83,94.71,76.2,4.7,85.05,42,3.8,5,0,0
3,10,85,62.55,89.32,3.8,97.8,43,4.3,26,0,0
3,4,78,89.7,76.39,4.1,70.85,45,3.2,11,0,0
1,11,64,93.21,80.08,3.7,70.36,47,4.2,26,0,1
2,5,79,68.82,82.52,4.0,79.59,53,3.8,18,0,0
3,10,52,65.5,75.8,3.1,95.27,35,3.4,2,0,1
3,12,68,77.02,77.65,3.6,96.53,37,3.4,28,0,1
4,13,95,77.29,92.25,4.9,76.8,35,3.2,1,0,0
1,9,60,78.42,94.64,4.2,87.5,41,3.2,19,0,0
0,1,79,70.24,92.55,4.8,83.61,41,4.3,13,0,0
2,6,95,69.72,80.85,3.9,77.5,41,4.8,30,1,0
1,9,68,63.89,79.22,5.0,99.09,36,4.8,12,0,1
1,11,79,79.22,97.84,3.4,71.81,50,4.5,20,0,0
2,5,74,90.28,92.71,3.2,96.98,41,3.6,4,0,0
0,2,51,76.1,99.47,4.7,73.64,45,4.2,8,0,0
1,7,58,77.91,94.36,3.5,77.43,52,4.9,26,0,0
1,11,64,85.9,81.74,5.0,76.85,51,4.8,20,0,1
1,11,68,86.59,97.46,3.9,92.14,52,4.3,4,0,0
2,14,67,80.87,90.21,3.2,80.09,53,3.4,6,0,0
0,1,67,94.95,87.87,4.4,79.99,46,4.6,7,0,0
1,9,87,60.93,75.01,4.8,89.51,40,4.9,4,1,0
3,12,52,93.35,85.15,4.9,74.66,45,3.9,15,0,0
4,0,95,70.49,92.39,4.7,95.81,39,3.2,5,0,0
1,11,97,84.17,77.64,5.0,71.46,50,4.6,12,1,0
2,14,90,94.62,89.12,4.4,75.86,42,4.9,13,1,0
3,12,94,62.89,82.21,4.8,99.28,44,4.2,15,1,0
1,9,56,73.09,76.03,3.9,95.55,55,4.4,28,0,1
1,9,71,83.06,82.28,4.0,94.59,42,4.0,25,0,0
1,11,80,86.85,75.94,4.3,85.56,41,4.6,24,0,0
2,14,55,86.16,90.81,3.6,86.7,38,3.0,26,0,0
2,5,62,85.92,77.89,3.8,89.45,50,3.2,5,0,1
4,0,69,70.9,98.7,4.9,74.98,40,3.7,12,0,0
4,13,53,89.61,95.97,3.7,85.62,36,3.6,10,0,0
2,5,66,82.44,98.96,4.9,94.69,42,3.3,22,0,0
0,1,75,68.88,86.44,3.9,88.88,51,4.3,29,0,0
1,7,80,66.5,91.28,4.6,89.6,54,4.5,21,0,0
4,0,73,62.54,82.89,4.5,81.61,43,4.0,7,0,0
4,0,69,67.74,78.55,4.9,70.14,41,4.2,5,0,1
0,8,74,74.63,91.33,4.8,89.45,47,4.7,22,0,0
0,1,81,83.12,79.82,4.3,74.26,36,4.9,9,0,0
3,4,98,87.92,79.82,4.8,71.08,46,3.3,23,0,0
4,13,76,72.7,78.96,4.6,77.29,37,3.2,14,0,0
1,7,95,70.13,79.4,4.0,80.98,40,4.9,9,1,0
3,10,58,93.99,78.49,3.5,84.59,47,4.6,10,0,1
4,0,82,80.74,85.64,5.0,87.52,40,4.3,6,0,0
2,5,61,77.85,81.36,4.0,87.13,36,4.9,28,0,1
0,1,81,81.71,87.12,4.6,88.94,46,4.7,13,0,0
4,3,71,84.26,86.16,4.8,90.65,54,3.9,8,0,0
0,8,96,67.26,83.61,4.9,80.97,43,4.3,24,1,0
4,13,50,92.26,76.24,4.5,87.38,40,3.5,11,0,1
4,13,83,78.39,82.24,4.6,99.59,42,3.3,15,0,0
0,8,94,86.68,87.95,4.2,87.79,46,4.5,14,1,0
3,10,89,74.23,78.96,4.4,74.76,36,3.7,10,0,0
3,12,73,86.08,84.38,4.6,94.44,37,3.2,9,0,0
4,3,91,82.91,96.78,3.1,93.76,40,4.1,16,1,0
4,0,64,61.59,93.66,4.6,76.02,39,3.2,1,0,0
1,7,83,74.43,78.15,4.3,76.19,46,3.6,16,0,0
2,14,85,65.46,81.59,4.3,73.48,50,3.3,12,0,0
3,10,75,65.65,87.19,4.2,93.67,54,4.9,12,0,0
0,2,72,69.69,98.29,4.6,75.24,36,3.9,20,0,0
2,14,79,82.87,87.95,3.4,83.64,37,3.1,22,0,0
1,11,61,77.58,87.4,4.4,88.46,52,3.6,12,0,0
4,0,62,83.09,77.44,4.8,84.47,39,3.0,12,0,1
1,9,55,90.03,85.84,4.1,79.25,52,4.0,13,0,0
1,7,69,91.93,99.32,4.6,85.51,40,3.6,8,0,0
3,12,90,72.89,78.98,4.9,72.04,38,3.6,13,0,0
0,1,50,92.32,87.05,3.4,97.55,45,3.5,23,0,0
4,13,59,94.71,84.36,4.6,93.8,43,3.2,25,0,1
4,0,93,77.83,95.11,3.7,73.35,50,4.2,20,1,0
3,4,52,69.89,93.18,3.2,74.17,45,3.8,4,0,0
2,14,87,84.17,85.88,3.4,75.3,43,4.5,26,1,0
3,4,81,67.64,78.92,3.8,75.55,36,4.9,7,0,0
4,3,67,89.55,81.99,3.1,83.72,55,3.5,6,0,1
4,3,85,74.6,83.63,3.4,78.72,48,4.0,16,0,0
1,7,86,83.17,79.41,3.0,81.22,49,4.1,28,1,0
0,2,50,60.59,92.5,4.0,90.33,37,3.1,29,0,0
3,4,91,65.01,79.08,3.9,86.13,45,4.3,5,1,0
3,4,59,74.4,76.95,4.2,94.85,37,4.5,24,0,1
3,10,64,73.76,86.83,3.7,73.04,46,3.5,26,0,0
0,8,63,66.54,90.24,4.3,79.33,47,5.0,28,0,0
2,5,71,61.08,95.97,3.6,99.61,46,4.2,24,0,0
0,1,59,65.67,76.99,3.2,85.54,51,3.1,6,0,1
2,14,81,89.72,92.95,4.8,72.4,44,3.8,1,0,0
3,10,56,85.64,95.84,4.3,93.05,49,3.2,30,0,0
0,8,53,83.03,99.44,3.9,80.25,47,4.7,12,0,0
2,6,89,68.33,86.93,4.9,74.82,51,4.1,13,1,0
2,14,86,62.75,79.93,4.6,86.93,48,3.9,12,0,0
2,6,59,86.06,82.15,4.9,89.37,43,3.7,1,0,1
3,12,96,88.32,96.97,4.9,77.47,35,4.7,28,1,0
0,2,64,84.18,81.72,3.9,89.05,35,3.0,4,0,1
1,7,96,92.71,94.65,3.3,93.46,43,4.2,24,1,0
3,4,85,79.2,90.64,4.8,97.31,50,4.2,15,0,0
0,1,88,64.84,78.77,3.4,82.68,46,3.1,29,0,0
1,7,90,79.55,88.99,3.1,87.47,39,3.8,10,0,0
2,5,86,76.67,92.19,4.8,95.36,48,5.0,24,1,0
3,10,93,71.48,97.23,4.1,93.63,48,4.6,5,1,0
4,3,53,90.99,94.88,3.1,80.0,52,3.7,27,0,0
2,5,92,88.19,88.72,3.5,98.24,42,3.9,28,0,0
3,4,60,62.98,79.51,4.0,82.4,46,3.9,18,0,1
0,1,95,73.78,76.93,3.1,87.28,45,3.2,29,0,0
0,2,67,81.78,76.94,4.0,72.21,52,3.6,2,0,1
2,14,89,78.17,79.19,3.3,91.22,40,4.0,21,0,0
0,2,67,71.14,75.84,3.5,77.74,41,4.5,9,0,1
4,3,92,67.35,90.57,4.8,80.6,45,4.7,14,1,0
2,14,85,94.63,84.56,4.6,89.7,47,4.4,6,0,0
2,5,51,82.24,96.98,3.8,92.29,49,4.4,25,0,0
4,13,90,82.89,95.16,4.8,88.53,50,4.2,1,1,0
0,8,71,76.49,77.16,3.2,93.29,49,4.7,27,0,0
4,13,82,86.14,86.72,3.6,83.69,38,5.0,14,0,0
1,9,59,68.19,81.37,3.0,77.13,51,3.4,23,0,1
2,14,53,90.56,85.75,3.1,76.23,35,3.0,6,0,0
3,4,67,79.33,92.67,3.3,71.99,35,3.8,1,0,0
2,6,95,62.51,90.86,4.9,85.27,36,4.4,9,1,0
2,6,100,70.71,80.71,3.5,73.73,54,3.2,18,0,0
1,11,53,65.81,90.92,4.3,96.11,46,4.4,27,0,0
0,1,100,63.24,76.09,3.7,93.44,47,4.2,18,1,0
3,12,51,63.68,88.36,4.4,85.48,37,4.3,9,0,0
2,5,59,62.69,77.75,3.7,79.79,40,4.9,16,0,1
1,9,95,64.61,99.8,3.6,98.39,41,3.8,28,0,0
4,0,74,73.85,92.39,3.8,83.17,45,5.0,14,0,0
2,5,90,87.65,76.69,4.1,78.63,54,4.6,10,1,0
3,4,90,85.54,82.31,4.6,87.19,54,4.0,28,0,0
4,3,97,62.75,76.04,3.3,86.49,36,4.3,25,1,0
2,14,73,65.55,99.97,3.0,75.64,49,4.2,6,0,0
3,12,59,86.95,84.18,3.3,90.51,44,4.1,11,0,1
3,12,71,69.03,98.59,4.3,74.02,55,4.0,11,0,0
3,12,94,65.15,96.93,3.1,71.39,46,4.2,10,1,0
0,8,63,71.45,86.39,4.5,70.87,48,4.9,12,0,0
0,1,94,94.65,95.9,3.8,75.27,39,4.8,0,1,0
4,13,51,82.92,97.6,4.1,81.16,48,4.1,23,0,0
3,4,63,86.44,96.49,3.7,73.86,45,4.9,6,0,0
1,11,68,94.96,77.1,4.4,91.99,46,3.3,15,0,1
4,3,57,80.18,95.19,3.6,72.19,39,3.4,30,0,0
2,5,73,60.4,81.44,3.8,78.91,49,4.7,7,0,0
2,5,71,67.45,86.81,3.1,76.3,48,3.3,29,0,0
1,11,60,70.81,88.3,3.5,98.5,52,3.8,25,0,0
3,10,71,65.13,92.64,4.3,80.41,39,4.5,4,0,0
1,9,92,76.8,94.92,4.4,73.65,48,3.6,8,0,0
1,11,90,75.41,99.58,4.2,86.53,54,4.6,16,1,0
3,10,94,90.65,79.51,4.4,87.33,36,4.5,17,1,0
0,2,57,71.97,95.56,4.0,76.86,50,3.7,28,0,0
1,7,84,84.78,82.27,3.3,99.07,49,3.2,7,0,0
2,5,97,64.23,87.67,4.8,95.33,50,3.0,25,0,0
4,3,84,77.86,98.82,4.6,87.66,39,3.2,2,0,0
1,11,53,70.65,82.16,3.7,82.14,38,4.1,29,0,1
1,7,69,85.73,94.36,4.5,82.75,48,4.6,0,0,0
1,11,63,61.64,87.21,4.5,77.43,42,3.9,15,0,0
3,10,80,66.9,99.13,4.2,92.0,40,4.7,10,0,0
3,10,98,83.67,90.74,4.7,77.22,50,3.4,16,0,0
4,13,88,86.04,83.78,4.2,81.39,45,4.5,10,1,0
1,11,94,92.66,95.2,4.3,97.21,37,4.6,10,1,0
0,8,61,94.95,96.8,4.7,98.22,38,3.8,3,0,0
2,5,83,77.34,82.14,4.6,78.74,42,3.6,15,0,0
0,8,67,78.58,79.93,4.1,85.18,47,4.5,3,0,1
2,14,61,87.4,93.93,3.2,99.69,39,4.3,27,0,0
0,8,83,60.68,77.49,3.3,94.09,44,4.0,8,0,0
0,2,72,68.14,97.15,4.5,75.78,37,3.2,23,0,0
1,9,93,91.14,78.8,3.1,75.56,53,4.6,11,1,0
0,1,75,92.35,87.09,3.6,94.69,45,4.8,22,0,0
3,10,75,61.44,94.92,4.0,83.31,46,4.1,28,0,0
4,0,100,79.22,99.63,3.5,77.49,47,4.3,28,1,0
2,14,95,91.46,98.52,4.0,90.64,42,4.5,28,1,0
0,8,73,75.92,87.69,3.8,86.08,41,3.8,27,0,0
0,1,60,90.44,99.56,4.2,81.57,55,3.7,17,0,0
0,1,53,78.94,84.4,4.3,85.32,50,4.2,13,0,1
4,3,81,92.57,92.3,3.7,88.46,52,4.9,19,0,0
2,14,92,61.26,81.01,3.2,91.86,52,4.5,16,1,0
4,3,99,65.78,77.93,4.2,91.07,52,3.4,21,0,0
1,11,82,73.68,81.21,3.5,84.06,54,4.5,11,0,0
0,2,65,68.7,98.18,3.4,98.38,50,4.0,1,0,0
4,3,78,69.53,84.89,4.2,83.53,41,3.3,17,0,0
0,8,76,88.07,82.34,3.5,88.57,50,4.2,21,0,0
3,10,77,79.96,94.51,4.1,76.06,44,3.6,29,0,0
0,1,80,87.17,94.67,3.0,88.38,38,3.0,25,0,0
2,14,73,61.56,98.33,4.2,92.2,39,4.6,30,0,0
1,7,93,90.5,88.67,3.8,92.91,52,3.2,2,0,0
1,7,83,86.19,75.04,3.7,95.45,46,3.3,30,0,0
4,3,53,91.39,76.19,5.0,72.25,36,3.2,8,0,1
4,0,68,92.65,86.03,3.1,87.55,45,3.1,7,0,0
1,7,78,84.1,97.37,3.9,80.39,40,4.3,6,0,0
0,1,62,64.95,94.85,4.1,79.49,51,3.8,4,0,0
4,0,87,71.48,85.8,4.7,75.83,45,3.4,10,0,0
0,1,55,84.08,85.84,3.9,81.72,49,4.6,3,0,0
1,7,69,62.4,89.2,4.6,89.33,50,4.2,14,0,0
3,10,85,60.19,75.84,4.8,72.33,50,3.3,22,0,0
3,4,61,89.86,94.42,3.7,99.46,46,4.5,5,0,0
4,13,64,86.44,91.05,3.7,90.62,48,4.7,8,0,0
1,9,99,69.49,97.13,3.6,83.33,41,4.8,24,1,0
1,11,93,81.43,76.47,3.5,93.14,42,3.4,6,0,0
4,0,79,84.98,92.59,4.5,80.53,52,4.5,21,0,0
2,6,59,73.17,93.95,3.4,95.76,50,4.4,14,0,0
0,1,69,71.88,92.52,3.5,96.32,45,4.9,2,0,0
4,3,91,60.91,97.96,3.2,71.13,40,4.0,0,0,0
0,8,81,85.97,82.46,5.0,75.67,44,3.7,18,0,0
4,0,66,81.2,98.89,3.0,90.1,47,5.0,12,0,0
0,2,65,88.18,89.76,4.3,82.39,44,3.1,20,0,0
1,11,100,73.83,90.15,4.2,92.6,54,4.7,4,1,0
1,7,97,93.27,91.54,3.8,90.42,49,4.5,16,1,0
1,7,85,94.51,85.68,3.9,72.04,43,3.9,4,0,0
2,14,71,89.24,79.08,3.8,90.59,51,4.6,30,0,0
0,1,59,73.51,84.79,4.5,79.77,37,3.2,25,0,1
3,4,94,81.59,87.33,4.5,88.48,47,3.3,5,0,0
1,9,86,88.88,88.4,4.0,98.15,52,4.0,18,0,0
2,5,99,65.41,89.81,4.8,80.61,48,4.9,1,1,0
1,9,72,65.69,76.26,4.9,98.66,48,4.0,10,0,0
0,2,90,78.08,97.23,4.6,75.87,47,4.5,16,1,0
3,4,83,71.74,98.71,4.8,74.26,40,3.2,12,0,0
3,10,51,78.2,90.55,4.3,79.56,35,3.8,22,0,0
1,11,76,80.44,80.18,3.2,96.76,39,3.3,19,0,0
2,6,65,77.51,90.49,4.6,97.47,37,3.3,9,0,0
2,14,59,60.07,79.14,3.5,97.36,53,4.4,14,0,1
2,14,82,65.15,78.79,3.6,73.62,37,4.5,6,0,0
3,4,68,82.07,88.23,4.9,71.28,35,3.3,16,0,0
4,0,100,72.07,87.59,3.0,87.41,49,4.7,2,1,0
1,7,81,65.94,95.39,3.7,78.72,51,3.1,7,0,0
0,1,66,84.19,92.13,4.9,72.51,44,4.2,7,0,0
1,11,82,76.59,77.06,4.6,97.82,36,3.5,2,0,0
0,2,100,94.94,94.95,3.5,79.71,38,3.1,20,0,0
4,0,94,68.02,78.48,4.4,72.7,38,3.6,20,0,0
4,0,56,68.01,83.8,4.0,97.63,44,4.0,27,0,1
1,11,68,78.8,96.19,3.3,73.78,52,4.1,3,0,0
2,5,65,75.1,91.08,4.4,98.27,52,4.3,15,0,0
1,7,86,61.79,89.29,3.7,96.62,38,3.0,19,0,0
0,2,71,74.92,88.65,4.8,83.68,41,3.9,29,0,0
4,13,59,93.72,92.52,4.9,78.65,54,4.6,24,0,0
0,1,93,70.94,90.73,3.3,95.54,48,4.8,29,1,0
1,9,56,86.7,89.53,4.7,87.21,37,3.2,13,0,0
1,11,97,91.01,82.26,4.4,89.22,44,4.3,3,1,0
0,2,73,79.8,92.43,3.6,93.3,49,4.5,28,0,0
1,11,98,93.46,78.15,3.4,77.0,43,4.4,20,1,0
3,4,86,63.2,99.73,3.7,99.31,44,3.1,11,0,0
2,14,62,81.92,86.65,3.7,79.04,45,3.3,5,0,0
2,14,95,81.08,75.74,4.4,71.13,51,3.3,19,0,0
1,7,85,78.08,86.72,3.7,72.73,35,4.6,22,0,0
0,8,92,88.52,83.88,4.3,91.61,48,3.8,30,0,0
3,4,73,94.83,90.82,4.3,94.63,52,4.7,26,0,0
3,12,81,68.76,84.05,4.5,71.37,54,4.0,8,0,0
2,5,67,67.02,85.26,3.0,75.97,41,3.0,24,0,0
3,10,100,85.73,97.11,3.1,70.88,38,3.5,19,0,0
4,3,83,91.08,81.83,4.9,75.77,55,3.1,16,0,0
2,14,57,71.91,75.44,3.7,94.54,40,3.9,28,0,1
0,8,94,65.6,76.56,4.4,84.26,42,3.7,22,0,0
3,12,52,79.9,94.94,3.6,79.66,44,4.8,27,0,0
4,0,80,90.5,95.4,3.6,91.61,41,4.6,10,0,0
3,12,85,67.04,94.72,4.7,92.5,35,3.4,17,0,0
2,6,77,83.28,84.59,4.2,82.74,44,3.3,4,0,0
4,3,96,75.19,84.09,3.7,94.34,52,4.9,5,1,0
4,3,68,67.94,83.82,3.8,87.3,37,3.9,2,0,1
0,1,89,92.23,77.88,3.4,80.68,38,3.6,14,0,0
1,9,74,74.03,95.83,3.7,88.46,51,4.2,12,0,0
1,9,75,78.37,88.3,3.5,92.42,38,3.5,20,0,0
0,1,55,93.93,92.74,4.5,97.83,48,3.1,9,0,0
1,7,80,93.97,94.56,4.8,86.47,46,3.1,25,0,0
3,10,72,69.48,87.28,4.5,86.45,54,5.0,26,0,0
1,7,61,63.98,86.22,3.4,85.82,42,3.2,25,0,0
3,10,59,75.35,85.99,4.2,92.12,45,3.7,27,0,0
3,12,79,65.02,87.37,4.1,80.06,47,3.6,8,0,0
1,9,91,77.97,75.64,4.4,70.16,44,4.5,12,1,0
3,12,50,87.09,78.62,3.9,73.1,42,3.3,15,0,1
1,9,92,84.06,87.75,3.1,81.67,36,4.7,0,1,0
